product_id,product_title,brand,category,price,discount_percent,stock_available,rating,total_reviews,lifetime_sales
107,Acer Gaming Laptop 16 inch,Acer,Laptop,100931.0,17,330,4.2,95827,310727
108,Dell Gaming Laptop 13 inch,Dell,Laptop,76559.0,29,583,4.8,31973,393565
109,Acer Gaming Laptop 16 inch,Acer,Laptop,84092.0,31,217,3.5,42610,95436
110,Lenovo Gaming Laptop 15 inch,Lenovo,Laptop,84608.0,17,569,3.9,78149,367722
111,HP Gaming Laptop 17 inch,HP,Laptop,65042.0,31,568,3.6,94391,213185
112,Dell Gaming Laptop 16 inch,Dell,Laptop,124659.0,1,95,4.6,58753,415825
113,Lenovo Gaming Laptop 14 inch,Lenovo,Laptop,93005.0,37,377,4.5,40145,348206
114,Asus Gaming Laptop 17 inch,Asus,Laptop,109588.0,21,360,4.0,97781,288662
115,MSI Gaming Laptop 16 inch,MSI,Laptop,75509.0,46,197,4.0,30227,63358
116,Lenovo Gaming Laptop 13 inch,Lenovo,Laptop,137370.0,11,196,4.3,99911,361944
117,Dell Gaming Laptop 16 inch,Dell,Laptop,76241.0,38,289,4.6,99651,275160
118,HP Gaming Laptop 14 inch,HP,Laptop,78829.0,0,725,3.8,23529,158575
119,Acer Gaming Laptop 14 inch,Acer,Laptop,75954.0,18,714,3.6,7156,290219
120,Dell Gaming Laptop 16 inch,Dell,Laptop,53446.0,30,490,4.8,75253,149175
121,Asus Gaming Laptop 15 inch,Asus,Laptop,64164.0,30,116,4.9,33102,493488
122,HP Gaming Laptop 16 inch,HP,Laptop,104454.0,3,155,3.6,82512,359998
123,Dell Gaming Laptop 17 inch,Dell,Laptop,79824.0,35,782,3.6,32540,62202
124,Asus Gaming Laptop 17 inch,Asus,Laptop,118135.0,33,389,4.7,29591,406786
125,Asus Gaming Laptop 16 inch,Asus,Laptop,78974.0,36,635,4.8,56217,160207
126,HP Gaming Laptop 17 inch,HP,Laptop,137004.0,40,216,3.6,99983,109040
127,Lenovo Gaming Laptop 13 inch,Lenovo,Laptop,60585.0,10,2,3.9,72360,39455
128,Asus Gaming Laptop 16 inch,Asus,Laptop,130357.0,14,295,4.4,38185,17212
129,MSI Gaming Laptop 15 inch,MSI,Laptop,132141.0,14,946,4.8,9339,360487
130,Lenovo Gaming Laptop 17 inch,Lenovo,Laptop,126662.0,7,557,4.7,25938,222995
131,Dell Gaming Laptop 14 inch,Dell,Laptop,74816.0,10,811,4.7,9369,31367
132,Lenovo Gaming Laptop 17 inch,Lenovo,Laptop,138167.0,7,479,4.7,37838,230342
133,MSI Gaming Laptop 15 inch,MSI,Laptop,131715.0,34,505,4.1,35693,262491
134,Asus Gaming Laptop 13 inch,Asus,Laptop,118385.0,20,618,3.6,56636,385207
135,Lenovo Gaming Laptop 13 inch,Lenovo,Laptop,51970.0,36,601,3.8,88391,438383
136,HP Gaming Laptop 15 inch,HP,Laptop,115529.0,30,531,3.6,99135,91950
137,MSI Gaming Laptop 16 inch,MSI,Laptop,76458.0,40,833,3.8,76730,228629
138,Asus Gaming Laptop 13 inch,Asus,Laptop,101605.0,42,107,4.0,43697,168426
139,Dell Gaming Laptop 15 inch,Dell,Laptop,93955.0,25,833,4.5,37787,347484
140,Acer Gaming Laptop 13 inch,Acer,Laptop,99614.0,7,993,3.6,33092,169588
141,Asus Gaming Laptop 17 inch,Asus,Laptop,148124.0,34,473,5.0,86210,455898
142,Asus Gaming Laptop 13 inch,Asus,Laptop,64586.0,31,640,4.3,81619,396694
143,Asus Gaming Laptop 13 inch,Asus,Laptop,66680.0,18,448,3.9,17182,486467
144,MSI Gaming Laptop 16 inch,MSI,Laptop,55915.0,15,726,3.5,82588,319324
145,Dell Gaming Laptop 15 inch,Dell,Laptop,112199.0,14,861,3.5,53486,48968
146,HP Gaming Laptop 16 inch,HP,Laptop,55396.0,45,298,4.5,20191,261392
147,Acer Gaming Laptop 15 inch,Acer,Laptop,94459.0,29,564,4.8,61904,127885
148,Dell Gaming Laptop 16 inch,Dell,Laptop,64983.0,8,884,4.9,66626,391372
149,HP Gaming Laptop 15 inch,HP,Laptop,141276.0,50,519,4.7,54397,178292
150,Lenovo Gaming Laptop 13 inch,Lenovo,Laptop,77072.0,42,501,4.6,76941,304146
151,Dell Gaming Laptop 16 inch,Dell,Laptop,110592.0,48,556,4.2,43583,289463
152,Asus Gaming Laptop 16 inch,Asus,Laptop,82176.0,36,392,4.8,91432,125302
153,Dell Gaming Laptop 16 inch,Dell,Laptop,45720.0,24,395,4.0,62003,369842
154,MSI Gaming Laptop 14 inch,MSI,Laptop,104923.0,37,339,4.9,16557,263445
155,HP Gaming Laptop 16 inch,HP,Laptop,53069.0,46,147,4.3,59900,8146
156,Asus Gaming Laptop 14 inch,Asus,Laptop,49807.0,39,709,4.2,34747,177603
157,Asus Gaming Laptop 13 inch,Asus,Laptop,83065.0,20,641,4.8,69952,199334
158,MSI Gaming Laptop 16 inch,MSI,Laptop,110912.0,40,700,3.6,8978,123187
159,Lenovo Gaming Laptop 14 inch,Lenovo,Laptop,137880.0,40,720,3.6,12913,398752
160,HP Gaming Laptop 16 inch,HP,Laptop,61805.0,20,815,4.5,3804,24212
161,HP Gaming Laptop 15 inch,HP,Laptop,86984.0,33,421,4.1,19090,128129
162,Acer Gaming Laptop 14 inch,Acer,Laptop,62280.0,24,634,3.8,79897,456670
163,MSI Gaming Laptop 14 inch,MSI,Laptop,105230.0,29,653,4.9,18768,121833
164,Lenovo Gaming Laptop 16 inch,Lenovo,Laptop,73466.0,18,693,4.5,60991,472593
165,Acer Gaming Laptop 14 inch,Acer,Laptop,49681.0,19,654,4.2,45303,308156
166,Asus Gaming Laptop 15 inch,Asus,Laptop,99878.0,30,109,4.8,26121,201790
167,Dell Gaming Laptop 16 inch,Dell,Laptop,114963.0,18,22,4.0,38790,366723
168,MSI Gaming Laptop 16 inch,MSI,Laptop,75976.0,47,996,3.5,89899,408159
169,HP Gaming Laptop 17 inch,HP,Laptop,137671.0,14,621,4.2,37522,406811
170,Lenovo Gaming Laptop 14 inch,Lenovo,Laptop,123442.0,48,738,3.8,32860,355443
171,MSI Gaming Laptop 14 inch,MSI,Laptop,122345.0,2,316,3.6,82252,338968
172,Asus Gaming Laptop 13 inch,Asus,Laptop,115965.0,18,334,4.0,17234,47355
173,MSI Gaming Laptop 16 inch,MSI,Laptop,63021.0,23,543,3.8,70711,459617
174,Acer Gaming Laptop 15 inch,Acer,Laptop,148851.0,18,764,3.7,63166,422932
175,Lenovo Gaming Laptop 13 inch,Lenovo,Laptop,101385.0,14,880,4.9,18459,395492
176,MSI Gaming Laptop 16 inch,MSI,Laptop,145458.0,25,14,4.3,11846,414645
177,Lenovo Gaming Laptop 17 inch,Lenovo,Laptop,56199.0,43,268,4.2,88198,392797
178,Acer Gaming Laptop 16 inch,Acer,Laptop,147795.0,43,239,4.5,48699,56904
179,Asus Gaming Laptop 13 inch,Asus,Laptop,121205.0,39,226,4.8,73594,172069
180,MSI Gaming Laptop 13 inch,MSI,Laptop,123283.0,41,418,4.7,91901,158534
181,HP Gaming Laptop 14 inch,HP,Laptop,45943.0,7,99,4.9,39903,258377
182,Dell Gaming Laptop 17 inch,Dell,Laptop,57781.0,47,713,4.1,48639,351627
183,Acer Gaming Laptop 16 inch,Acer,Laptop,116983.0,26,670,4.6,20263,464311
184,HP Gaming Laptop 16 inch,HP,Laptop,120694.0,44,379,4.1,36676,17252
185,Dell Gaming Laptop 16 inch,Dell,Laptop,98287.0,43,376,4.9,47547,52190
186,Acer Gaming Laptop 15 inch,Acer,Laptop,47936.0,29,93,4.1,24888,64146
187,MSI Gaming Laptop 14 inch,MSI,Laptop,124109.0,50,341,4.5,2809,26617
188,Dell Gaming Laptop 14 inch,Dell,Laptop,143150.0,48,567,4.3,9002,435163
189,Dell Gaming Laptop 17 inch,Dell,Laptop,68305.0,49,151,4.7,30549,172359
190,Acer Gaming Laptop 13 inch,Acer,Laptop,76342.0,34,256,4.8,18974,68253
191,Dell Gaming Laptop 13 inch,Dell,Laptop,126646.0,22,808,4.8,17285,7891
192,Dell Gaming Laptop 17 inch,Dell,Laptop,82437.0,8,759,3.5,34792,27572
193,Asus Gaming Laptop 17 inch,Asus,Laptop,54896.0,49,370,4.6,62432,235125
194,Acer Gaming Laptop 17 inch,Acer,Laptop,54293.0,39,44,4.2,29048,495770
195,MSI Gaming Laptop 17 inch,MSI,Laptop,79535.0,30,867,4.2,4092,31990
196,Asus Gaming Laptop 16 inch,Asus,Laptop,129928.0,28,75,3.7,93385,477045
197,HP Gaming Laptop 15 inch,HP,Laptop,119730.0,39,648,3.7,16550,144287
198,Acer Gaming Laptop 17 inch,Acer,Laptop,133343.0,18,464,4.0,78311,278264
199,Acer Gaming Laptop 17 inch,Acer,Laptop,96387.0,41,666,3.6,91993,60085
200,Acer Gaming Laptop 14 inch,Acer,Laptop,96370.0,21,847,4.2,29959,217057
201,Asus Gaming Laptop 16 inch,Asus,Laptop,94524.0,20,681,4.6,40976,223847
202,Lenovo Gaming Laptop 15 inch,Lenovo,Laptop,60006.0,5,851,4.5,62173,35297
203,HP Gaming Laptop 13 inch,HP,Laptop,96606.0,8,569,3.6,96845,195474
204,HP Gaming Laptop 17 inch,HP,Laptop,113608.0,26,362,4.3,87829,64184
205,MSI Gaming Laptop 16 inch,MSI,Laptop,134510.0,19,360,3.6,37710,314887
206,HP Gaming Laptop 17 inch,HP,Laptop,106507.0,14,867,3.8,86089,252906
207,HP Gaming Laptop 15 inch,HP,Laptop,112910.0,36,231,4.1,99966,146149
208,Asus Gaming Laptop 17 inch,Asus,Laptop,140588.0,41,570,4.7,80432,353982
209,HP Gaming Laptop 17 inch,HP,Laptop,126223.0,11,279,4.7,35064,15279
210,MSI Gaming Laptop 15 inch,MSI,Laptop,84541.0,9,579,4.0,23787,456158
211,MSI Gaming Laptop 16 inch,MSI,Laptop,49120.0,5,764,3.7,83001,16173
212,Acer Gaming Laptop 14 inch,Acer,Laptop,89308.0,23,319,4.1,44691,82627
213,MSI Gaming Laptop 15 inch,MSI,Laptop,141821.0,3,159,4.9,78158,44641
214,Dell Gaming Laptop 17 inch,Dell,Laptop,46522.0,42,434,4.5,35675,232418
215,Asus Gaming Laptop 17 inch,Asus,Laptop,97939.0,32,116,4.1,28265,395907
216,Lenovo Gaming Laptop 16 inch,Lenovo,Laptop,54534.0,31,539,3.9,88940,311073
217,MSI Gaming Laptop 15 inch,MSI,Laptop,45952.0,0,209,3.8,78564,28821
218,Lenovo Gaming Laptop 14 inch,Lenovo,Laptop,140578.0,20,122,3.7,33501,151853
219,HP Gaming Laptop 16 inch,HP,Laptop,137912.0,34,720,4.1,16942,199438
220,Dell Gaming Laptop 17 inch,Dell,Laptop,113233.0,25,882,4.8,46431,37888
221,MSI Gaming Laptop 13 inch,MSI,Laptop,97176.0,20,589,3.5,10215,452093
222,Asus Gaming Laptop 17 inch,Asus,Laptop,93008.0,7,414,4.6,54757,151889
223,HP Gaming Laptop 15 inch,HP,Laptop,62527.0,44,941,4.7,81028,241323
224,Lenovo Gaming Laptop 13 inch,Lenovo,Laptop,97240.0,37,410,4.8,31901,228519
225,Acer Gaming Laptop 13 inch,Acer,Laptop,91873.0,14,341,4.8,97764,178102
226,Dell Gaming Laptop 13 inch,Dell,Laptop,106910.0,12,927,4.4,69557,267461
227,Lenovo Gaming Laptop 15 inch,Lenovo,Laptop,135339.0,9,241,4.9,84609,427414
228,HP Gaming Laptop 14 inch,HP,Laptop,73550.0,48,777,3.8,78967,80247
229,MSI Gaming Laptop 13 inch,MSI,Laptop,63218.0,29,772,4.9,82316,259159
230,Acer Gaming Laptop 17 inch,Acer,Laptop,98838.0,40,639,4.5,73999,337212
231,Lenovo Gaming Laptop 15 inch,Lenovo,Laptop,59786.0,40,310,4.2,61472,231944
232,Lenovo Gaming Laptop 17 inch,Lenovo,Laptop,47362.0,29,462,4.0,9734,162843
233,HP Gaming Laptop 13 inch,HP,Laptop,88331.0,5,629,4.7,10067,338090
234,Acer Gaming Laptop 17 inch,Acer,Laptop,90394.0,47,917,4.2,72665,415240
235,HP Gaming Laptop 16 inch,HP,Laptop,146144.0,38,487,4.4,24682,168672
236,Acer Gaming Laptop 14 inch,Acer,Laptop,48109.0,5,516,4.2,45025,374607
237,MSI Gaming Laptop 14 inch,MSI,Laptop,45130.0,33,535,3.9,57387,230483
238,Acer Gaming Laptop 14 inch,Acer,Laptop,87696.0,26,793,4.1,37089,203217
239,Lenovo Gaming Laptop 17 inch,Lenovo,Laptop,46863.0,4,337,4.7,84853,175552
240,HP Gaming Laptop 17 inch,HP,Laptop,128916.0,42,987,4.1,33039,379544
241,Acer Gaming Laptop 14 inch,Acer,Laptop,83694.0,22,317,3.6,86990,74249
242,MSI Gaming Laptop 16 inch,MSI,Laptop,56901.0,35,385,4.4,11114,162410
243,MSI Gaming Laptop 15 inch,MSI,Laptop,146585.0,47,701,3.7,92131,434713
244,Acer Gaming Laptop 13 inch,Acer,Laptop,124675.0,1,371,4.5,66658,189802
245,Lenovo Gaming Laptop 14 inch,Lenovo,Laptop,68074.0,14,140,4.0,63746,100766
246,Dell Gaming Laptop 13 inch,Dell,Laptop,78770.0,49,552,4.8,13266,266275
247,MSI Gaming Laptop 17 inch,MSI,Laptop,44947.0,38,385,4.5,81016,68807
248,Dell Gaming Laptop 14 inch,Dell,Laptop,63703.0,10,738,4.7,81895,424271
249,Asus Gaming Laptop 13 inch,Asus,Laptop,93852.0,28,625,4.0,94327,124634
250,Lenovo Gaming Laptop 16 inch,Lenovo,Laptop,70671.0,50,480,4.3,40572,424051
251,Dell Gaming Laptop 15 inch,Dell,Laptop,128907.0,49,288,4.9,57759,242153
252,Asus Gaming Laptop 17 inch,Asus,Laptop,109135.0,12,820,4.1,21251,428386
253,Acer Gaming Laptop 14 inch,Acer,Laptop,72768.0,23,567,3.6,63001,458389
254,HP Gaming Laptop 17 inch,HP,Laptop,56341.0,28,927,3.9,21022,143121
255,Acer Gaming Laptop 14 inch,Acer,Laptop,148926.0,28,905,4.2,29112,428287
256,Lenovo Gaming Laptop 13 inch,Lenovo,Laptop,94381.0,15,395,3.6,65809,196163
257,HP Gaming Laptop 15 inch,HP,Laptop,69430.0,45,665,3.5,12997,440070
258,Lenovo Gaming Laptop 14 inch,Lenovo,Laptop,58035.0,8,777,3.6,61935,365042
259,MSI Gaming Laptop 16 inch,MSI,Laptop,98799.0,16,220,4.4,10394,10063
260,Dell Gaming Laptop 17 inch,Dell,Laptop,135320.0,49,295,4.4,55486,58393
261,Dell Gaming Laptop 15 inch,Dell,Laptop,55970.0,50,637,3.6,55037,335094
262,Asus Gaming Laptop 13 inch,Asus,Laptop,54530.0,34,16,4.8,65523,312963
263,MSI Gaming Laptop 17 inch,MSI,Laptop,115372.0,27,1,3.9,18828,152810
264,Acer Gaming Laptop 15 inch,Acer,Laptop,71531.0,42,87,4.4,24561,348421
265,Acer Gaming Laptop 15 inch,Acer,Laptop,48870.0,50,519,4.9,71323,266085
266,Acer Gaming Laptop 13 inch,Acer,Laptop,91177.0,24,382,4.8,5716,333374
267,Lenovo Gaming Laptop 13 inch,Lenovo,Laptop,86805.0,46,672,4.7,45203,126519
268,MSI Gaming Laptop 13 inch,MSI,Laptop,141122.0,8,45,4.4,99189,174435
269,Lenovo Gaming Laptop 17 inch,Lenovo,Laptop,84374.0,49,701,4.7,22959,435460
270,Asus Gaming Laptop 16 inch,Asus,Laptop,122802.0,45,794,3.8,17685,33182
271,Asus Gaming Laptop 13 inch,Asus,Laptop,78462.0,2,323,3.8,26154,464509
272,Lenovo Gaming Laptop 17 inch,Lenovo,Laptop,92196.0,16,37,5.0,71186,248297
273,MSI Gaming Laptop 14 inch,MSI,Laptop,77501.0,41,339,4.0,6275,454027
274,Lenovo Gaming Laptop 13 inch,Lenovo,Laptop,144771.0,28,916,4.1,52441,389807
275,Asus Gaming Laptop 15 inch,Asus,Laptop,64486.0,33,273,4.2,65221,192695
276,HP Gaming Laptop 16 inch,HP,Laptop,50345.0,18,328,4.1,23662,286085
277,HP Gaming Laptop 13 inch,HP,Laptop,82981.0,38,734,4.5,40183,233888
278,Asus Gaming Laptop 14 inch,Asus,Laptop,130408.0,46,890,4.2,58616,22306
279,Lenovo Gaming Laptop 17 inch,Lenovo,Laptop,97008.0,42,652,3.9,7528,39443
280,Asus Gaming Laptop 15 inch,Asus,Laptop,107251.0,1,146,4.7,89061,83979
281,Acer Gaming Laptop 16 inch,Acer,Laptop,44561.0,41,375,3.7,30942,408266
282,Lenovo Gaming Laptop 16 inch,Lenovo,Laptop,114349.0,28,971,3.5,20121,356124
283,Lenovo Gaming Laptop 15 inch,Lenovo,Laptop,98188.0,33,375,4.6,75235,72291
284,Asus Gaming Laptop 15 inch,Asus,Laptop,125139.0,47,190,3.9,14879,13686
285,Asus Gaming Laptop 17 inch,Asus,Laptop,90723.0,49,266,4.9,15445,137346
286,MSI Gaming Laptop 16 inch,MSI,Laptop,68124.0,31,204,5.0,37441,363945
287,HP Gaming Laptop 14 inch,HP,Laptop,49706.0,5,829,4.2,93512,233466
288,MSI Gaming Laptop 15 inch,MSI,Laptop,127535.0,34,297,4.0,8521,288456
289,Lenovo Gaming Laptop 14 inch,Lenovo,Laptop,133298.0,11,812,4.6,91789,334438
290,Lenovo Gaming Laptop 17 inch,Lenovo,Laptop,69391.0,8,242,3.7,26352,415370
291,Asus Gaming Laptop 13 inch,Asus,Laptop,87303.0,35,132,4.3,48363,245155
292,Acer Gaming Laptop 13 inch,Acer,Laptop,48617.0,30,538,4.0,93979,376994
293,Asus Gaming Laptop 16 inch,Asus,Laptop,147916.0,41,75,4.4,16436,166313
294,Asus Gaming Laptop 16 inch,Asus,Laptop,129143.0,49,564,4.3,16831,460403
